Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Change,%Change,Result
2014-11-10,239.11,242.88,236.8,241.93,4577200,0,0,2.82,1.18%,1.0
2014-11-11,242.55,251.82,242.0,251.08,7948800,0,0,8.53,3.52%,1.0
2014-11-12,249.72,252.34,245.58,249.1,5870800,0,0,-0.62,-0.25%,0.0
2014-11-13,250.62,255.75,250.25,251.7,6236000,0,0,1.08,0.43%,1.0
2014-11-14,250.0,258.85,248.5,258.68,6101100,0,0,8.68,3.47%,1.0
2014-11-17,257.49,259.0,252.02,253.98,4025700,0,0,-3.51,-1.36%,0.0
2014-11-18,255.86,259.99,255.51,257.7,4473000,0,0,1.84,0.72%,1.0
2014-11-19,250.61,251.88,245.6,247.74,7918500,0,0,-2.87,-1.15%,0.0
2014-11-20,247.95,250.93,246.0,248.71,3587200,0,0,0.76,0.31%,1.0
2014-11-21,252.21,252.78,242.17,242.78,7485100,0,0,-9.43,-3.74%,0.0
2014-11-24,245.2,247.6,240.64,246.72,4789700,0,0,1.52,0.62%,1.0
2014-11-25,247.35,249.72,246.09,248.09,3159800,0,0,0.74,0.30%,1.0
2014-11-26,248.34,249.0,246.6,248.44,1981200,0,0,0.10,0.04%,1.0
2014-11-28,245.35,246.69,242.52,244.52,2119700,0,0,-0.83,-0.34%,0.0
2014-12-01,241.16,242.47,229.01,231.64,8619400,0,0,-9.52,-3.95%,0.0
2014-12-02,234.57,234.88,228.0,231.43,5887000,0,0,-3.14,-1.34%,0.0
2014-12-03,226.25,229.72,225.5,229.3,5307700,0,0,3.05,1.35%,1.0
2014-12-04,228.6,230.9,227.81,228.28,3855600,0,0,-0.32,-0.14%,0.0
2014-12-05,228.67,229.39,222.26,223.71,6063600,0,0,-4.96,-2.17%,0.0
2014-12-08,221.54,224.86,212.34,214.36,9225600,0,0,-7.18,-3.24%,0.0
2014-12-09,209.34,217.73,204.27,216.89,9431500,0,0,7.55,3.61%,1.0
2014-12-10,214.13,216.77,207.7,209.84,7314100,0,0,-4.29,-2.00%,0.0
2014-12-11,210.53,215.43,208.23,208.88,6694400,0,0,-1.65,-0.78%,0.0
2014-12-12,204.82,211.68,204.5,207.0,7173800,0,0,2.18,1.06%,1.0
2014-12-15,209.29,209.8,202.67,204.04,5218300,0,0,-5.25,-2.51%,0.0
2014-12-16,200.89,203.68,195.37,197.81,8426100,0,0,-3.08,-1.53%,0.0
2014-12-17,193.06,206.65,192.65,205.82,7367800,0,0,12.76,6.61%,1.0
2014-12-18,212.38,218.44,211.8,218.26,7483300,0,0,5.88,2.77%,1.0
2014-12-19,220.19,220.4,214.5,219.29,6910500,0,0,-0.90,-0.41%,0.0
2014-12-22,220.0,224.06,218.26,222.6,4799400,0,0,2.60,1.18%,1.0
2014-12-23,223.81,224.32,219.52,220.97,4505700,0,0,-2.84,-1.27%,0.0
2014-12-24,219.77,222.5,219.25,222.26,1332200,0,0,2.49,1.13%,1.0
2014-12-26,221.51,228.5,221.5,227.82,3327000,0,0,6.31,2.85%,1.0
2014-12-29,226.9,227.91,224.02,225.71,2802500,0,0,-1.19,-0.52%,0.0
2014-12-30,223.99,225.65,221.4,222.23,2903200,0,0,-1.76,-0.79%,0.0
2014-12-31,223.09,225.68,222.25,222.41,2297500,0,0,-0.68,-0.30%,0.0
2015-01-02,222.87,223.25,213.26,219.31,4764400,0,0,-3.56,-1.60%,0.0
2015-01-05,214.55,216.5,207.16,210.09,5368500,0,0,-4.46,-2.08%,0.0
2015-01-06,210.06,214.2,204.21,211.28,6261900,0,0,1.22,0.58%,1.0
2015-01-07,213.35,214.78,209.78,210.95,2968400,0,0,-2.40,-1.12%,0.0
2015-01-08,212.81,213.8,210.01,210.62,3442500,0,0,-2.19,-1.03%,0.0
2015-01-09,208.92,209.98,204.96,206.66,4668300,0,0,-2.26,-1.08%,0.0
2015-01-12,203.05,204.47,199.25,202.21,5950300,0,0,-0.84,-0.41%,0.0
2015-01-13,203.32,207.61,200.91,204.25,4477300,0,0,0.93,0.46%,1.0
2015-01-14,185.83,195.2,185.0,192.69,11551900,0,0,6.86,3.69%,1.0
2015-01-15,194.49,195.75,190.0,191.87,5216500,0,0,-2.62,-1.35%,0.0
2015-01-16,190.7,194.49,189.65,193.07,3603200,0,0,2.37,1.24%,1.0
2015-01-20,193.87,194.12,187.04,191.93,4503200,0,0,-1.94,-1.00%,0.0
2015-01-21,189.55,198.68,189.51,196.57,4153000,0,0,7.02,3.70%,1.0
2015-01-22,197.0,203.24,195.2,201.62,4116900,0,0,4.62,2.35%,1.0
2015-01-23,200.29,203.5,198.33,201.29,3438600,0,0,1.00,0.50%,1.0
2015-01-26,201.83,208.62,201.05,206.55,3234500,0,0,4.72,2.34%,1.0
2015-01-27,204.42,208.03,203.3,205.98,2781000,0,0,1.56,0.76%,1.0
2015-01-28,206.11,206.37,198.42,199.37,3149600,0,0,-6.74,-3.27%,0.0
2015-01-29,201.07,205.98,196.5,205.2,3548100,0,0,4.13,2.05%,1.0
2015-01-30,203.96,207.47,203.0,203.6,3007000,0,0,-0.36,-0.18%,0.0
2015-02-02,203.97,211.95,203.3,210.94,4149200,0,0,6.97,3.42%,1.0
2015-02-03,213.22,220.37,211.27,218.36,4826200,0,0,5.14,2.41%,1.0
2015-02-04,218.29,221.48,216.8,218.55,3305400,0,0,0.26,0.12%,1.0
2015-02-05,219.88,225.48,219.64,220.99,3522900,0,0,1.11,0.50%,1.0
2015-02-06,222.0,223.4,216.5,217.36,3243900,0,0,-4.64,-2.09%,0.0
2015-02-09,215.38,217.93,211.99,217.48,3472400,0,0,2.10,0.98%,1.0
2015-02-10,217.55,220.5,215.0,216.29,5390500,0,0,-1.26,-0.58%,0.0
2015-02-11,212.21,214.74,207.28,212.8,9769100,0,0,0.59,0.28%,1.0
2015-02-12,193.57,203.09,193.28,202.88,15649600,0,0,9.31,4.81%,1.0
2015-02-13,202.9,205.99,200.91,203.77,6191000,0,0,0.87,0.43%,1.0
2015-02-17,205.7,205.7,201.5,204.35,3979600,0,0,-1.35,-0.66%,0.0
2015-02-18,204.17,206.17,202.6,204.46,2713600,0,0,0.29,0.14%,1.0
2015-02-19,205.0,212.44,203.75,211.71,5154100,0,0,6.71,3.27%,1.0
2015-02-20,210.78,217.6,209.81,217.11,5982100,0,0,6.33,3.00%,1.0
2015-02-23,215.66,218.2,206.33,207.34,8499800,0,0,-8.32,-3.86%,0.0
2015-02-24,207.29,207.29,201.7,204.11,6603600,0,0,-3.18,-1.53%,0.0
2015-02-25,204.94,207.14,202.58,203.76,3909500,0,0,-1.18,-0.58%,0.0
2015-02-26,204.0,211.09,202.22,207.19,6472900,0,0,3.19,1.56%,1.0
2015-02-27,206.9,208.55,202.8,203.34,3882100,0,0,-3.56,-1.72%,0.0
2015-03-02,202.7,203.34,195.83,197.33,7922100,0,0,-5.37,-2.65%,0.0
2015-03-03,196.81,200.24,195.32,199.56,4432300,0,0,2.75,1.40%,1.0
2015-03-04,199.25,202.52,197.21,202.44,4222000,0,0,3.19,1.60%,1.0
2015-03-05,202.85,206.19,200.15,200.63,4877000,0,0,-2.22,-1.09%,0.0
2015-03-06,199.21,200.75,192.15,193.88,6712400,0,0,-5.33,-2.68%,0.0
2015-03-09,194.39,194.49,188.25,190.88,6736700,0,0,-3.51,-1.81%,0.0
2015-03-10,188.46,193.5,187.6,190.32,5579700,0,0,1.86,0.99%,1.0
2015-03-11,191.15,196.18,191.01,193.74,4974900,0,0,2.59,1.35%,1.0
2015-03-12,193.75,194.45,189.75,191.07,4149300,0,0,-2.68,-1.38%,0.0
2015-03-13,188.95,191.75,187.32,188.68,5434300,0,0,-0.27,-0.14%,0.0
2015-03-16,192.0,195.91,189.8,195.7,5628800,0,0,3.70,1.93%,1.0
2015-03-17,195.43,198.71,193.94,194.73,4894100,0,0,-0.70,-0.36%,0.0
2015-03-18,194.96,200.88,193.11,200.71,4820900,0,0,5.75,2.95%,1.0
2015-03-19,202.0,204.59,194.53,195.65,8475200,0,0,-6.35,-3.14%,0.0
2015-03-20,197.45,198.99,195.62,198.08,4269500,0,0,0.63,0.32%,1.0
2015-03-23,198.5,200.5,197.47,199.63,2631600,0,0,1.13,0.57%,1.0
2015-03-24,201.58,203.79,199.75,201.72,3649900,0,0,0.14,0.07%,1.0
2015-03-25,198.27,198.59,192.7,194.3,5730400,0,0,-3.97,-2.00%,0.0
2015-03-26,193.92,194.79,189.7,190.41,4128000,0,0,-3.51,-1.81%,0.0
2015-03-27,189.07,189.29,181.4,185.0,8604900,0,0,-4.07,-2.15%,0.0
2015-03-30,185.85,192.25,181.8,190.57,10089500,0,0,4.72,2.54%,1.0
2015-03-31,193.53,193.76,188.41,188.77,5026600,0,0,-4.76,-2.46%,0.0
2015-04-01,188.7,192.3,186.05,187.59,3794600,0,0,-1.11,-0.59%,0.0
2015-04-02,190.23,193.23,190.0,191.0,5010400,0,0,0.77,0.40%,1.0
2015-04-06,198.0,207.75,197.5,203.1,12455800,0,0,5.10,2.58%,1.0
2015-04-07,202.51,205.06,201.14,203.25,4347900,0,0,0.74,0.37%,1.0
2015-04-08,208.2,210.9,205.87,207.67,6303100,0,0,-0.53,-0.25%,0.0
2015-04-09,208.43,210.37,206.12,210.09,3800200,0,0,1.66,0.80%,1.0
2015-04-10,209.85,211.65,209.0,210.9,4067700,0,0,1.05,0.50%,1.0
2015-04-13,210.44,213.0,209.05,209.78,3758200,0,0,-0.66,-0.31%,0.0
2015-04-14,208.57,209.49,205.5,207.46,3026000,0,0,-1.11,-0.53%,0.0
2015-04-15,207.46,209.59,206.6,207.83,1952400,0,0,0.37,0.18%,1.0
2015-04-16,207.7,209.17,206.29,206.7,1659100,0,0,-1.00,-0.48%,0.0
2015-04-17,204.99,206.88,203.5,206.79,2469900,0,0,1.80,0.88%,1.0
2015-04-20,206.78,207.85,203.85,205.27,2559300,0,0,-1.51,-0.73%,0.0
2015-04-21,205.8,210.75,204.31,209.41,3432500,0,0,3.61,1.75%,1.0
2015-04-22,212.5,221.88,211.69,219.44,7863000,0,0,6.94,3.27%,1.0
2015-04-23,218.27,221.48,217.15,218.6,4411200,0,0,0.33,0.15%,1.0
2015-04-24,220.5,220.8,218.01,218.43,2427800,0,0,-2.07,-0.94%,0.0
2015-04-27,222.56,238.75,222.0,231.55,11672600,0,0,8.99,4.04%,1.0
2015-04-28,234.75,235.5,228.03,230.48,6085400,0,0,-4.27,-1.82%,0.0
2015-04-29,230.05,234.97,227.63,232.45,3936100,0,0,2.40,1.04%,1.0
2015-04-30,230.39,232.89,225.17,226.05,3911900,0,0,-4.34,-1.88%,0.0
2015-05-01,229.94,231.77,220.41,226.03,5281700,0,0,-3.91,-1.70%,0.0
2015-05-04,228.18,234.73,227.11,230.51,4434600,0,0,2.33,1.02%,1.0
2015-05-05,237.76,239.5,229.13,232.95,5796900,0,0,-4.81,-2.02%,0.0
2015-05-06,234.1,234.47,228.2,230.43,5270900,0,0,-3.67,-1.57%,0.0
2015-05-07,221.0,237.48,220.25,236.8,9455900,0,0,15.80,7.15%,1.0
2015-05-08,235.99,238.41,233.7,236.61,4668200,0,0,0.62,0.26%,1.0
2015-05-11,236.29,242.88,235.31,239.49,5672300,0,0,3.20,1.35%,1.0
2015-05-12,240.11,246.35,238.19,244.74,6363400,0,0,4.63,1.93%,1.0
2015-05-13,247.61,248.3,242.25,243.18,5440200,0,0,-4.43,-1.79%,0.0
2015-05-14,244.82,244.89,241.25,244.1,2895900,0,0,-0.72,-0.29%,0.0
2015-05-15,243.93,249.4,242.5,248.84,4527600,0,0,4.91,2.01%,1.0
2015-05-18,247.0,249.9,246.0,248.75,3353200,0,0,1.75,0.71%,1.0
2015-05-19,248.43,251.0,246.15,247.14,3674200,0,0,-1.29,-0.52%,0.0
2015-05-20,247.13,247.74,241.37,244.35,3755600,0,0,-2.78,-1.12%,0.0
2015-05-21,243.03,246.62,242.36,245.62,1970600,0,0,2.59,1.07%,1.0
2015-05-22,245.38,248.6,245.01,247.73,2223100,0,0,2.35,0.96%,1.0
2015-05-26,247.68,252.0,246.5,247.46,3498700,0,0,-0.22,-0.09%,0.0
2015-05-27,248.51,249.5,245.55,247.43,3408200,0,0,-1.08,-0.43%,0.0
2015-05-28,247.03,251.8,245.05,251.45,3647300,0,0,4.42,1.79%,1.0
2015-05-29,251.0,252.87,249.43,250.8,3789300,0,0,-0.20,-0.08%,0.0
2015-06-01,251.41,251.6,247.47,249.45,2505100,0,0,-1.96,-0.78%,0.0
2015-06-02,248.92,249.4,246.3,248.35,2134800,0,0,-0.57,-0.23%,0.0
2015-06-03,248.2,250.72,247.01,248.99,1781500,0,0,0.79,0.32%,1.0
2015-06-04,247.5,249.3,245.71,245.92,2453600,0,0,-1.58,-0.64%,0.0
2015-06-05,246.0,249.7,245.68,249.14,3022000,0,0,3.14,1.28%,1.0
2015-06-08,250.85,258.75,250.31,256.29,5017000,0,0,5.44,2.17%,1.0
2015-06-09,255.4,257.74,254.14,256.0,2611100,0,0,0.60,0.23%,1.0
2015-06-10,251.9,254.0,248.5,250.7,3454500,0,0,-1.20,-0.48%,0.0
2015-06-11,253.26,254.37,250.43,251.41,2044100,0,0,-1.85,-0.73%,0.0
2015-06-12,250.21,253.46,250.21,250.69,1422300,0,0,0.48,0.19%,1.0
2015-06-15,249.7,251.28,246.01,250.38,2186200,0,0,0.68,0.27%,1.0
2015-06-16,250.13,253.44,249.1,253.12,1984700,0,0,2.99,1.20%,1.0
2015-06-17,252.17,264.36,252.02,260.41,5512900,0,0,8.24,3.27%,1.0
2015-06-18,262.0,263.46,260.02,261.89,2782700,0,0,-0.11,-0.04%,0.0
2015-06-19,262.4,263.8,260.1,262.51,2463000,0,0,0.11,0.04%,1.0
2015-06-22,262.15,264.4,255.69,259.79,4561100,0,0,-2.36,-0.90%,0.0
2015-06-23,260.32,268.0,258.57,267.67,3870800,0,0,7.35,2.82%,1.0
2015-06-24,266.98,267.35,263.72,265.17,2412300,0,0,-1.81,-0.68%,0.0
2015-06-25,266.45,271.41,265.25,268.79,2849200,0,0,2.34,0.88%,1.0
2015-06-26,268.89,269.11,266.0,267.09,3838400,0,0,-1.80,-0.67%,0.0
2015-06-29,261.95,265.95,260.7,262.02,3478900,0,0,0.07,0.03%,1.0
2015-06-30,264.8,270.92,264.0,268.26,3086900,0,0,3.46,1.31%,1.0
2015-07-01,271.11,272.62,267.85,269.15,2101200,0,0,-1.96,-0.72%,0.0
2015-07-02,280.2,282.45,273.31,280.02,7163900,0,0,-0.18,-0.06%,0.0
2015-07-06,278.88,281.69,276.3,279.72,4121900,0,0,0.84,0.30%,1.0
2015-07-07,275.0,275.2,260.77,267.88,6105100,0,0,-7.12,-2.59%,0.0
2015-07-08,259.32,260.8,254.31,254.96,6221100,0,0,-4.36,-1.68%,0.0
2015-07-09,259.08,262.95,256.79,257.92,3334100,0,0,-1.16,-0.45%,0.0
2015-07-10,262.22,263.0,257.82,259.15,2610900,0,0,-3.07,-1.17%,0.0
2015-07-13,262.25,262.55,256.05,262.16,2960300,0,0,-0.09,-0.03%,0.0
2015-07-14,262.1,265.99,260.51,265.65,1907600,0,0,3.55,1.35%,1.0
2015-07-15,266.74,267.49,262.08,263.14,2021600,0,0,-3.60,-1.35%,0.0
2015-07-16,264.22,267.2,263.16,266.68,1616000,0,0,2.46,0.93%,1.0
2015-07-17,272.5,275.54,268.25,274.66,5004100,0,0,2.16,0.79%,1.0
2015-07-20,275.0,286.65,272.54,282.26,4978500,0,0,7.26,2.64%,1.0
2015-07-21,270.05,273.5,266.55,266.77,6108700,0,0,-3.28,-1.21%,0.0
2015-07-22,261.27,269.44,260.86,267.87,3105000,0,0,6.60,2.53%,1.0
2015-07-23,269.65,269.9,265.27,267.2,2227200,0,0,-2.45,-0.91%,0.0
2015-07-24,267.38,271.09,263.92,265.41,2836500,0,0,-1.97,-0.74%,0.0
2015-07-27,262.43,264.43,250.79,253.01,4694200,0,0,-9.42,-3.59%,0.0
2015-07-28,255.75,265.4,251.84,264.82,3895800,0,0,9.07,3.55%,1.0
2015-07-29,264.27,267.89,262.0,263.82,2790100,0,0,-0.45,-0.17%,0.0
2015-07-30,262.69,266.94,262.11,266.79,2034600,0,0,4.10,1.56%,1.0
2015-07-31,267.6,269.36,265.12,266.15,2222600,0,0,-1.45,-0.54%,0.0
2015-08-03,266.29,266.71,257.07,259.99,2553500,0,0,-6.30,-2.37%,0.0
2015-08-04,260.01,266.72,258.34,266.28,2352500,0,0,6.27,2.41%,1.0
2015-08-05,263.58,271.0,260.4,270.13,6214300,0,0,6.55,2.49%,1.0
2015-08-06,249.54,255.0,236.12,246.13,14623800,0,0,-3.41,-1.37%,0.0
2015-08-07,243.58,243.73,238.39,242.51,5073400,0,0,-1.07,-0.44%,0.0
2015-08-10,238.15,242.97,236.05,241.14,4185900,0,0,2.99,1.26%,1.0
2015-08-11,237.15,239.3,234.44,237.37,4264900,0,0,0.22,0.09%,1.0
2015-08-12,235.0,239.77,232.74,238.17,3728000,0,0,3.17,1.35%,1.0
2015-08-13,239.86,246.48,239.12,242.51,4689200,0,0,2.65,1.10%,1.0
2015-08-14,247.24,247.93,241.77,243.15,4364800,0,0,-4.09,-1.65%,0.0
2015-08-17,255.56,256.59,250.51,254.99,7176700,0,0,-0.57,-0.22%,0.0
2015-08-18,255.38,260.95,253.56,260.72,4195000,0,0,5.34,2.09%,1.0
2015-08-19,260.33,260.65,255.02,255.25,3604300,0,0,-5.08,-1.95%,0.0
2015-08-20,252.06,254.56,241.9,242.18,4905800,0,0,-9.88,-3.92%,0.0
2015-08-21,236.0,243.8,230.51,230.77,6590200,0,0,-5.23,-2.22%,0.0
2015-08-24,202.79,231.4,195.0,218.87,9581600,0,0,16.08,7.93%,1.0
2015-08-25,230.52,230.9,219.12,220.03,4327300,0,0,-10.49,-4.55%,0.0
2015-08-26,227.93,228.0,215.51,224.84,4963000,0,0,-3.09,-1.36%,0.0
2015-08-27,231.0,244.75,230.81,242.99,7656000,0,0,11.99,5.19%,1.0
2015-08-28,241.86,251.45,241.57,248.48,5513700,0,0,6.62,2.74%,1.0
2015-08-31,245.62,254.95,245.51,249.06,4700200,0,0,3.44,1.40%,1.0
2015-09-01,240.34,246.0,236.97,238.63,5454800,0,0,-1.71,-0.71%,0.0
2015-09-02,245.3,247.88,239.78,247.69,4629200,0,0,2.39,0.97%,1.0
2015-09-03,252.06,252.08,245.0,245.57,4194800,0,0,-6.49,-2.57%,0.0
2015-09-04,240.89,244.09,238.2,241.93,3689200,0,0,1.04,0.43%,1.0
2015-09-08,245.05,249.16,244.05,248.17,3138200,0,0,3.12,1.27%,1.0
2015-09-09,252.05,254.25,248.3,248.91,3390800,0,0,-3.14,-1.25%,0.0
2015-09-10,247.23,250.72,245.33,248.48,2709000,0,0,1.25,0.51%,1.0
2015-09-11,247.64,250.24,244.73,250.24,2350800,0,0,2.60,1.05%,1.0
2015-09-14,251.1,254.25,249.67,253.19,2890900,0,0,2.09,0.83%,1.0
2015-09-15,252.75,254.6,249.5,253.57,2933500,0,0,0.82,0.32%,1.0
2015-09-16,253.04,262.88,252.88,262.25,4417100,0,0,9.21,3.64%,1.0
