Date,Open,High,Low,Close
2014-08-19,0.07973336498140675,0.06846867721125352,0.08377148099791806,0.0775479714272375
2014-08-20,0.07684547828150963,0.06363337032475214,0.07803380500370513,0.07542702407075162
2014-08-21,0.07407627185695072,0.06327361861440714,0.07900772786619145,0.07472671126436477
2014-08-22,0.0752960413534826,0.06331020353410324,0.07919122057941352,0.0738129697931743
2014-08-25,0.07399055832476199,0.06218216851014011,0.07873248879635839,0.07544036336230182
2014-08-26,0.07639713057467627,0.06628577700271948,0.08267052471858569,0.07928874897454198
2014-08-27,0.08087401429437983,0.06739551956683457,0.08511944669889551,0.07874850766675785
2014-08-28,0.07989819869715432,0.06662723625321643,0.0841525812484562,0.07975562417879987
2014-08-29,0.07883666956774006,0.06677357593200084,0.08510533187480149,0.08016247257108176
2014-09-02,0.08332673998470343,0.07135888586724554,0.08924803274639187,0.0840575457037477
2014-09-03,0.08781021705303689,0.07921854611529128,0.0940400155263065,0.09367517491146048
2014-09-04,0.09583432233562784,0.08111486445287253,0.09813331451356788,0.09172096869935238
2014-09-05,0.09342115673708364,0.0832002048755503,0.09834503687497792,0.09495574690028215
2014-09-08,0.09245852783711793,0.07800514627870392,0.09277673876989306,0.0891865033048095
2014-09-09,0.08920800696257615,0.07921244862867527,0.09631250220544124,0.0923345761106628
2014-09-10,0.09274863517683361,0.07958439531225231,0.09594551677899713,0.08991349469429681
2014-09-11,0.09044755650499776,0.07709662077291743,0.09358834115529835,0.0916609418873764
2014-09-12,0.09108051797346835,0.07915757124913111,0.0970958749426585,0.09113403987114245
2014-09-15,0.09110689136798798,0.07769417446128704,0.09594551677899713,0.09039370919010493
2014-09-16,0.08706516865785795,0.07282228265508955,0.07627650940400155,0.0734928267959689
2014-09-17,0.07439275259118601,0.0655418836355654,0.07859839796746532,0.07808154308924654
2014-09-18,0.07917952369649499,0.06690772063755321,0.083595045696743,0.07850840041885378
2014-09-19,0.0798058918163357,0.06745649443299473,0.08558523589399766,0.0801357939879813
2014-09-22,0.07626526360207823,0.0649138425141157,0.08060976040086101,0.0771344533891805
2014-09-23,0.07429385236173748,0.061615102254850534,0.07315713327922652,0.07093835246410064
2014-09-24,0.06784555740169317,0.0602614602260948,0.07336179822858957,0.07119179900355495
