Date,Open,High,Low,Close
2014-08-19,0.0793241,0.068501584,0.08269304,0.078162946
2014-08-20,0.07898989,0.06857078,0.081405394,0.07791051
2014-08-21,0.07550819,0.06484894,0.07731794,0.07446785
2014-08-22,0.07541712,0.064963184,0.0783766,0.07474183
2014-08-25,0.07455774,0.06462682,0.07662873,0.07371435
2014-08-26,0.07564621,0.06533604,0.078336515,0.075089395
2014-08-27,0.07954511,0.06848197,0.08272477,0.07915757
2014-08-28,0.08019684,0.06917873,0.082501955,0.07923403
2014-08-29,0.07993567,0.06976375,0.08328566,0.080210984
2014-09-02,0.07945788,0.069372974,0.0830265,0.079561256
2014-09-03,0.08551657,0.07449047,0.088811025,0.08496112
2014-09-04,0.09263764,0.08154418,0.097027384,0.092967354
2014-09-05,0.09315008,0.08161619,0.09618778,0.09248018
2014-09-08,0.09527679,0.08460925,0.098831356,0.094818555
2014-09-09,0.08860317,0.078266345,0.09138751,0.088358894
2014-09-10,0.09301345,0.082733564,0.09659908,0.092846945
2014-09-11,0.09083289,0.08021058,0.093487024,0.091434255
2014-09-12,0.09171188,0.0803673,0.09475287,0.09115766
2014-09-15,0.092180654,0.08109822,0.09611856,0.09237447
2014-09-16,0.089949265,0.07894167,0.092520006,0.08873665
2014-09-17,0.07588081,0.06529839,0.076722115,0.075284936
2014-09-18,0.07763775,0.06763072,0.077909544,0.076012895
2014-09-19,0.07963133,0.069758974,0.082236536,0.079390556
2014-09-22,0.08078046,0.07125973,0.08344954,0.08141039
2014-09-23,0.077794835,0.06715035,0.08063957,0.077747874
2014-09-24,0.070234485,0.059968986,0.07152093,0.06961602
2014-09-25,0.07276179,0.06281151,0.07527242,0.073028564
2014-09-26,0.07125741,0.061711505,0.071678005,0.0709501
2014-09-29,0.07063052,0.06130891,0.072583556,0.07144949
2014-09-30,0.069997095,0.06014136,0.07125354,0.06983928
2014-10-01,0.06872195,0.058500025,0.070468254,0.067646064
2014-10-02,0.06622499,0.05747652,0.06786456,0.06678289
2014-10-03,0.0655518,0.056078676,0.06653786,0.065003075
